PUESTO_TRABAJO,AREA,FECHA_INGRESO_PLANILLA,MOTIVO_SEPARACION,FECHA_CESE,SITUACION,COD_SEXO,ESTADO_CIVIL,FECHA_NACIMIENTO,SEGMENTO SIMPLE,TIPO_CASA,TIPO_INSTRUCCION,DISTRITO,PROVINCIA,DEPARTAMENTO,NÚMERO DE HIJOS
TECNICO DE MANTENIMIENTO - CARPINTERO,VALE MISKI MAYO - MANTENIMIENTO,44544,PERIODO PRUEBA,44609,CESADO,M,SOLTERO(A),27132,E&R,ALQUILADA,SECUNDARIA COMPLETA,PIURA,PIURA,DPTO PIURA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,45122,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),32841,E&R,ALQUILADA,TÉCNICA COMPLETA,CERRO COLORADO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
PSICOLOGO OCUPACIONAL,QUELLAVECO - ALIMENTACION,44480,RENUNCIA VOLUNTARIA,44485,CESADO,F,SOLTERO(A),35541,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR DE ALMACEN,QUELLAVECO - ALIMENTACION,44672,TERMINO DE CONTRATO,45474,CESADO,M,SOLTERO(A),36193,E&R,PROPIA,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44133,TERMINO DE CONTRATO,45323,CESADO,F,SOLTERO(A),36637,E&R,NO APLICABLE,TÉCNICA COMPLETA,CHARACATO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44120,TERMINO DE CONTRATO,44440,CESADO,F,SOLTERO(A),34978,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,45167,TERMINO DE CONTRATO,45352,CESADO,M,SOLTERO(A),37403,E&R,PROPIA,SECUNDARIA COMPLETA,SAMEGUA,MARISCAL NIETO,DPTO MOQUEGUA,0
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,43998,TERMINO DE CONTRATO,44835,CESADO,M,SOLTERO(A),34989,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LA JOYA,AREQUIPA,DPTO AREQUIPA,2
VAJILLERO,HUDBAY - ALIMENTACION,44744,RENUNCIA VOLUNTARIA,45047,CESADO,M,SOLTERO(A),33555,E&R,ALQUILADA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE HOTELERIA,ORCOPAMPA - HOTELERIA,44537,PERIODO PRUEBA,44572,CESADO,M,SOLTERO(A),35806,E&R,NO APLICABLE,NO APLICABLE,ORCOPAMPA,CASTILLA,DPTO AREQUIPA,0
SUPERVISOR DE HS&E,TANTAHUATAY COIMOLACHE - ALIMENTACION,44357,RENUNCIA VOLUNTARIA,44805,CESADO,M,SOLTERO(A),30536,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,LA PODEROSA - STA MARIA,44575,PERIODO PRUEBA,44593,CESADO,M,SOLTERO(A),34943,E&R,PROPIA,UNIVERS. COMPLETA,LA ESPERANZA,TRUJILLO,DPTO LA LIBERTAD,SIN INFORMACION
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44350,RENUNCIA VOLUNTARIA,44571,CESADO,F,SOLTERO(A),34988,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44319,RENUNCIA VOLUNTARIA,44409,CESADO,F,SOLTERO(A),36558,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTROMECANICO,HUDBAY - MANTENIMIENTO,44795,TERMINO DE CONTRATO,44896,CESADO,M,SOLTERO(A),31137,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JERONIMO,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,43976,RENUNCIA VOLUNTARIA,44043,CESADO,F,SOLTERO(A),32759,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE CALIDAD,QUELLAVECO - ALIMENTACION,44249,TERMINO DE CONTRATO,44348,CESADO,M,CASADO(A),28354,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
JARDINERO,ENEL GYD - MANTENIMIENTO,43700,TERMINO DE CONTRATO,44075,CESADO,M,SOLTERO(A),27090,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,4
ASISTENTE DE RECURSOS HUMANOS,QUELLAVECO - ALIMENTACION,44013,RENUNCIA VOLUNTARIA,44256,CESADO,M,SOLTERO(A),34128,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,QUELLAVECO - HOTELERIA,45414,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),32764,E&R,PROPIA,SECUND.  INCOMPLETA,TORATA,MARISCAL NIETO,DPTO MOQUEGUA,1
JARDINERO,ENEL GYD - MANTENIMIENTO,43738,RENUNCIA VOLUNTARIA,43832,CESADO,M,SOLTERO(A),34973,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,OLEODUCTO - ALIMENTACION,40383,ART 34° DECRETO LEG 728°,44219,CESADO,M,SOLTERO(A),19950,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44140,PERIODO PRUEBA,44227,CESADO,M,SOLTERO(A),35574,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,VOTORANTIM METAIS - ALIMENTACION,44433,TERMINO DE CONTRATO,44896,CESADO,M,SOLTERO(A),36204,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ATE,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,43983,TERMINO DE CONTRATO,45323,CESADO,F,SOLTERO(A),27707,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,44967,RENUNCIA VOLUNTARIA,44971,CESADO,M,CONVIVIENTE,36545,E&R,PROPIA,SUPERIOR INCOMPLETA,HUAMANCACA CHICO,CHUPACA,DPTO JUNIN,SIN INFORMACION
SUPERVISOR DE MANTENIMIENTO - AREAS VERDES,ENEL GYD - MANTENIMIENTO,43609,TERMINO DE CONTRATO,44470,CESADO,M,SOLTERO(A),30705,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,SIN INFORMACION
LAVANDERO,QUELLAVECO - HOTELERIA,44319,TERMINO DE CONTRATO,44774,CESADO,F,SOLTERO(A),35367,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44458,TERMINO DE CONTRATO,44682,CESADO,F,SOLTERO(A),35870,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AYUDANTE DE COCINA,MARSA - ALIMENTACION,44825,PERIODO PRUEBA,44853,CESADO,M,SOLTERO(A),36816,E&R,PROPIA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,PAN AMERICAN SILVER - ARGENTUM GOLF,45393,RENUNCIA VOLUNTARIA,45446,CESADO,M,SOLTERO(A),33169,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44733,RENUNCIA VOLUNTARIA,44743,CESADO,F,SOLTERO(A),37661,E&R,PROPIA,SECUNDARIA COMPLETA,ILO,ILO,DPTO MOQUEGUA,SIN INFORMACION
AYUDANTE DE COCINA,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45226,PERIODO PRUEBA,45261,CESADO,M,SOLTERO(A),33775,E&R,FAMILIAR,SECUNDARIA COMPLETA,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,DPTO LIMA,0
ASISTENTE DE RECREACION,QUELLAVECO - ALIMENTACION,44515,TERMINO DE CONTRATO,45139,CESADO,F,SOLTERO(A),35098,E&R,ALQUILADA,TÉCNICA COMPLETA,HUANCAVELICA,HUANCAVELICA,DPTO HUANCAVELICA,SIN INFORMACION
AUXILIAR GENERAL,MARSA - ALIMENTACION,45470,RENUNCIA VOLUNTARIA,45477,CESADO,M,SOLTERO(A),33012,E&R,FAMILIAR,TÉCNICA INCOMPLETA,TRUJILLO,TRUJILLO,DPTO LA LIBERTAD,1
MOZO,TAMBOMAYO - ALIMENTACION,45477,RENUNCIA VOLUNTARIA,45505,CESADO,M,SOLTERO(A),35827,E&R,ALQUILADA,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,0
ASISTENTE DE RECREACION,HUDBAY - ALIMENTACION,44951,TERMINO DE CONTRATO,45170,CESADO,M,SOLTERO(A),30057,E&R,ALQUILADA,SECUNDARIA COMPLETA,YANAHUARA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
ESTIBADOR,QUELLAVECO - HOTELERIA,44165,TERMINO DE CONTRATO,44927,CESADO,M,SOLTERO(A),30533,E&R,NO APLICABLE,UNIVERS. COMPLETA,CERRO COLORADO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44077,RENUNCIA VOLUNTARIA,44567,CESADO,F,SOLTERO(A),24356,E&R,NO APLICABLE,SECUNDARIA COMPLETA,TORATA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
COCINERO,SAXON MALVINAS - SATELITES,45211,PERIODO PRUEBA,45292,CESADO,M,DIVORCIADO(A),25888,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,0
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,45230,TERMINO DE CONTRATO,45322,CESADO,F,SOLTERO(A),35015,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CERRO COLORADO,CERRO COLORADO,DPTO AREQUIPA,1
ASISTENTE DE COMEDOR,QUELLAVECO - ALIMENTACION,43998,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),34098,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
LAVANDERO,HUDBAY - HOTELERIA,44783,TERMINO DE CONTRATO,45078,CESADO,F,SOLTERO(A),34981,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,SIN INFORMACION
VAJILLERO,MINSUR TIMPURE NUEVO - ALIMENTACION,44293,PERIODO PRUEBA,44335,CESADO,M,SOLTERO(A),35046,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
TECNICO DE MANTENIMIENTO - MULTIUSOS,HUDBAY - MANTENIMIENTO,45032,TERMINO DE CONTRATO,45200,CESADO,M,SOLTERO(A),34221,E&R,PROPIA,SECUNDARIA COMPLETA,SANTO TOMAS,CHUMBIVILCAS,DPTO CUSCO,SIN INFORMACION
AYUDANTE DE COCINA,HOCHSCHILD - INMACULADA,45428,PERIODO PRUEBA,45474,CESADO,M,SOLTERO(A),36734,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LARI,CAYLLOMA,DPTO AREQUIPA,0
ESTIBADOR,QUELLAVECO - ALIMENTACION,44568,RENUNCIA VOLUNTARIA,45171,CESADO,M,SOLTERO(A),34705,E&R,PROPIA,SECUNDARIA COMPLETA,MARIANO MELGAR,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44375,RENUNCIA VOLUNTARIA,44774,CESADO,F,SOLTERO(A),29078,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,HOCHSCHILD - INMACULADA,44629,RENUNCIA VOLUNTARIA,44682,CESADO,M,SOLTERO(A),30433,E&R,ALQUILADA,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,SIN INFORMACION
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44613,TERMINO DE CONTRATO,44805,CESADO,F,CONVIVIENTE,35187,E&R,PROPIA,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,0
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44470,RENUNCIA VOLUNTARIA,44477,CESADO,M,SOLTERO(A),32819,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,45358,PERIODO PRUEBA,45383,CESADO,F,SOLTERO(A),29952,E&R,FAMILIAR,SECUNDARIA COMPLETA,CONEL GREGORIO ALBARRACIN L.A.U.,TACNA,DPTO TACNA,1
AUXILIAR GENERAL,HOCHSCHILD - PALLANCATA,43517,TERMINO DE CONTRATO,45231,CESADO,M,SOLTERO(A),26618,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,CHALHUANCA,AYMARAES,DPTO APURIMAC,SIN INFORMACION
AUXILIAR GENERAL,TAMBOMAYO - ALIMENTACION,45057,TERMINO DE CONTRATO,45444,CESADO,M,SOLTERO(A),32981,E&R,ALQUILADA,SECUNDARIA COMPLETA,SIBAYO,CAYLLOMA,DPTO AREQUIPA,SIN INFORMACION
VAJILLERO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45268,PERIODO PRUEBA,45352,CESADO,M,SOLTERO(A),35016,E&R,FAMILIAR,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,0
MOZO,QUELLAVECO - ALIMENTACION,44382,RENUNCIA VOLUNTARIA,44562,CESADO,F,SOLTERO(A),35121,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44151,RENUNCIA VOLUNTARIA,44166,CESADO,F,SOLTERO(A),31703,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44220,RENUNCIA VOLUNTARIA,44564,CESADO,F,SOLTERO(A),31137,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,44740,TERMINO DE CONTRATO,44896,CESADO,F,SOLTERO(A),35413,E&R,PROPIA,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,45043,TERMINO DE CONTRATO,45444,CESADO,F,SOLTERO(A),35172,E&R,PROPIA,SECUNDARIA COMPLETA,ACOMAYO,ACOMAYO,DPTO CUSCO,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44015,TERMINO DE CONTRATO,44896,CESADO,F,SOLTERO(A),28727,E&R,NO APLICABLE,SECUNDARIA COMPLETA,UCHUMAYO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE COOK AND CHILL,QUELLAVECO - ALIMENTACION,44364,RENUNCIA VOLUNTARIA,45175,CESADO,M,SOLTERO(A),34704,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,HOCHSCHILD - INMACULADA,44300,RENUNCIA VOLUNTARIA,44415,CESADO,M,SOLTERO(A),31840,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,44743,PERIODO PRUEBA,44805,CESADO,F,SOLTERO(A),37219,E&R,ALQUILADA,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,1
SUPERVISOR DE HOTELERIA,QUELLAVECO - HOTELERIA,44861,RENUNCIA VOLUNTARIA,45323,CESADO,F,SOLTERO(A),30011,E&R,ALQUILADA,SUPERIOR INCOMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
CHOFER,SOUTHERN PERU - TOQUEPALA,44151,PERIODO PRUEBA,44179,CESADO,M,SOLTERO(A),33653,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44081,TERMINO DE CONTRATO,45170,CESADO,F,SOLTERO(A),35223,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ANTAUTA,MELGAR,DPTO PUNO,2
AUXILIAR GENERAL,QUELLAVECO - HOTELERIA,43983,TERMINO DE CONTRATO,44166,CESADO,F,SOLTERO(A),36185,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,TUNSHURUCO - ALIMENTACION,45275,RENUNCIA VOLUNTARIA,45323,CESADO,M,SOLTERO(A),34706,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAPALLANGA,HUANCAYO,DPTO JUNIN,1
AUXILIAR DE HOTELERIA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45198,RENUNCIA VOLUNTARIA,45386,CESADO,M,SOLTERO(A),38454,E&R,FAMILIAR,SECUNDARIA COMPLETA,ILAVE,EL COLLAO,DPTO PUNO,0
AUXILIAR GENERAL,PLUSPETROL PISCO - MANTENIMIENTO,38913,ART 34° DECRETO LEG 728°,44351,CESADO,M,CONVIVIENTE,26833,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE CALIDAD,QUELLAVECO - ALIMENTACION,44733,RENUNCIA VOLUNTARIA,45444,CESADO,F,SOLTERO(A),34493,E&R,PROPIA,UNIVERS. COMPLETA,SOCABAYA,AREQUIPA,DPTO AREQUIPA,2
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44361,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),35051,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45366,PERIODO PRUEBA,45444,CESADO,M,SOLTERO(A),31015,E&R,FAMILIAR,SECUNDARIA COMPLETA,ORCOPAMPA,CASTILLA,DPTO AREQUIPA,1
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44343,TERMINO DE CONTRATO,44927,CESADO,F,SOLTERO(A),30164,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - MULTIUSOS,MINSUR PUCAMARCA NUEVO - MANTENIMIENTO,44824,RENUNCIA VOLUNTARIA,45338,CESADO,M,CONVIVIENTE,34722,E&R,ALQUILADA,SECUNDARIA COMPLETA,PUNO,PUNO,DPTO PUNO,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44610,TERMINO DE CONTRATO,44774,CESADO,F,SOLTERO(A),33023,E&R,ALQUILADA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44517,TERMINO DE CONTRATO,45323,CESADO,M,SOLTERO(A),28618,E&R,PROPIA,UNIVERS. COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,HUDBAY - MANTENIMIENTO,44741,RENUNCIA VOLUNTARIA,44866,CESADO,M,CASADO(A),32363,E&R,PROPIA,SECUNDARIA COMPLETA,CAYMA,AREQUIPA,DPTO AREQUIPA,1
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,44923,RENUNCIA VOLUNTARIA,44927,CESADO,F,SOLTERO(A),37105,E&R,PROPIA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,QUELLAVECO - MANTENIMIENTO,44238,RENUNCIA VOLUNTARIA,44317,CESADO,M,SOLTERO(A),35941,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,43983,TERMINO DE CONTRATO,44621,CESADO,F,SOLTERO(A),31420,E&R,NO APLICABLE,SECUNDARIA COMPLETA,COALAQUE,GRAL SANCHEZ CERRO,DPTO MOQUEGUA,SIN INFORMACION
MOZO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,45358,PERIODO PRUEBA,45383,CESADO,F,SOLTERO(A),31410,E&R,FAMILIAR,SECUNDARIA COMPLETA,TACNA,TACNA,DPTO TACNA,1
AYUDANTE DE COCINA,HOCHSCHILD - INMACULADA,44013,RENUNCIA VOLUNTARIA,44153,CESADO,M,SOLTERO(A),34897,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,MINSUR TIMPURE NUEVO - ALIMENTACION,44427,PERIODO PRUEBA,44470,CESADO,F,SOLTERO(A),33799,E&R,NO APLICABLE,SECUNDARIA COMPLETA,TACNA,TACNA,DPTO TACNA,2
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,45199,TERMINO DE CONTRATO,45474,CESADO,F,CONVIVIENTE,35065,E&R,ALQUILADA,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,0
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44048,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),28798,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CERRO COLORADO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
ASISTENTE DE SISTEMAS,PLUSPETROL L 88 - RECREACION,44522,RENUNCIA VOLUNTARIA,45061,CESADO,M,SOLTERO(A),32751,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44385,TERMINO DE CONTRATO,44531,CESADO,M,SOLTERO(A),36047,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR GENERAL,HOCHSCHILD - INMACULADA,45036,RENUNCIA VOLUNTARIA,45239,CESADO,M,SOLTERO(A),35918,E&R,PROPIA,SECUNDARIA COMPLETA,PAMPAMARCA,LA UNION,DPTO AREQUIPA,SIN INFORMACION
ALMACENERO,TUNSHURUCO - ALIMENTACION,44363,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),31751,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,HUDBAY - ALIMENTACION,45033,RENUNCIA VOLUNTARIA,45170,CESADO,F,SOLTERO(A),32081,E&R,PROPIA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,SIN INFORMACION
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44663,TERMINO DE CONTRATO,45474,CESADO,M,SOLTERO(A),33995,E&R,ALQUILADA,TÉCNICA COMPLETA,QUEQUENA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44627,TERMINO DE CONTRATO,45474,CESADO,M,CONVIVIENTE,34917,E&R,ALQUILADA,TÉCNICA COMPLETA,ALTO DE LA ALIANZA,TACNA,DPTO TACNA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44112,RENUNCIA VOLUNTARIA,44287,CESADO,M,SOLTERO(A),33362,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,2
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,45302,PERIODO PRUEBA,45326,CESADO,M,SOLTERO(A),30596,E&R,ALQUILADA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
MOZO,HUDBAY - ALIMENTACION,44740,RENUNCIA VOLUNTARIA,44818,CESADO,M,CONVIVIENTE,35367,E&R,PROPIA,SECUNDARIA COMPLETA,OCONGATE,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
ASISTENTE DE ALIMENTACION,PLUSPETROL L 88 - CATERING C6,44834,PERIODO PRUEBA,44866,CESADO,M,SOLTERO(A),36271,E&R,PROPIA,SECUNDARIA COMPLETA,VILLA EL SALVADOR,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,MINSUR TIMPURE NUEVO - ALIMENTACION,44377,TERMINO DE CONTRATO,44652,CESADO,M,SOLTERO(A),34813,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
CHOFER,HUDBAY - ALIMENTACION,44771,RENUNCIA VOLUNTARIA,45047,CESADO,M,SOLTERO(A),33182,E&R,ALQUILADA,SECUNDARIA COMPLETA,CHINCHERO,URUBAMBA,DPTO CUSCO,2
TECNICO DE MANTENIMIENTO - SOLDADOR,MINSUR PUCAMARCA NUEVO - MANTENIMIENTO,44762,PERIODO PRUEBA,44809,CESADO,M,CONVIVIENTE,34471,E&R,PROPIA,SECUNDARIA COMPLETA,AYAVIRI,YAUYOS,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,HUDBAY - MANTENIMIENTO,45048,RENUNCIA VOLUNTARIA,45297,CESADO,M,CONVIVIENTE,33408,E&R,FAMILIAR,SECUNDARIA COMPLETA,OCONGATE,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
SUPERVISOR DE MANTENIMIENTO,HUDBAY - MANTENIMIENTO,44744,TERMINO DE CONTRATO,45476,CESADO,F,SOLTERO(A),33971,E&R,PROPIA,SECUNDARIA COMPLETA,CARABAYLLO,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTROMECANICO,HUDBAY - MANTENIMIENTO,44744,TERMINO DE CONTRATO,45476,CESADO,M,CONVIVIENTE,33033,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,SIN INFORMACION
