PUESTO_TRABAJO,AREA,FECHA_INGRESO_PLANILLA,MOTIVO_SEPARACION,FECHA_CESE,SITUACION,COD_SEXO,ESTADO_CIVIL,FECHA_NACIMIENTO,SEGMENTO SIMPLE,TIPO_CASA,TIPO_INSTRUCCION,DISTRITO,PROVINCIA,DEPARTAMENTO,NÚMERO DE HIJOS
MOZO,TUNSHURUCO - ALIMENTACION,44817,NO APLICABLE,0,ACTIVO,F,CASADO(A),33289,E&R,PROPIA,SECUNDARIA COMPLETA,EL TAMBO,HUANCAYO,DPTO JUNIN,SIN INFORMACION
TECNICO DE MANTENIMIENTO - PINTOR,SAN GABRIEL NUEVO - MANTENIMIENTO,45314,NO APLICABLE,0,ACTIVO,M,CASADO(A),31782,E&R,PROPIA,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,2
JARDINERO,PLUSPETROL L 56 - MANTENIMIENTO,44985,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32040,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,42176,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),27177,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,PUCALA,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ALBAÑIL,MARSA - MANTENIMIENTO,42891,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),28952,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LAREDO,TRUJILLO,DPTO LA LIBERTAD,SIN INFORMACION
AYUDANTE DE COCINA,TAMBOMAYO - ALIMENTACION,45120,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36014,E&R,ALQUILADA,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,2
ASISTENTE DE HS&E,HUDBAY - ALIMENTACION,45335,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35312,E&R,PROPIA,SECUNDARIA COMPLETA,RIOJA,RIOJA,DPTO SAN MARTIN,0
MOZO,MARSA - ALIMENTACION,42198,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29327,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,PUCALA,CHICLAYO,DPTO LAMBAYEQUE,1
AUXILIAR DE MANTENIMIENTO,MARSA - MANTENIMIENTO,44701,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37120,E&R,PROPIA,TÉCNICA INCOMPLETA,PUCALA,CHICLAYO,DPTO LAMBAYEQUE,4
TECNICO DE MANTENIMIENTO - PINTOR,SAN GABRIEL NUEVO - MANTENIMIENTO,45497,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35251,E&R,PROPIA,SECUNDARIA COMPLETA,TIABAYA,AREQUIPA,DPTO AREQUIPA,0
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45104,NO APLICABLE,0,ACTIVO,F,CONVIVIENTE,30700,E&R,FAMILIAR,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,COGA SELVA - MANTENIMIENTO,45516,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35186,E&R,FAMILIAR,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,0
AUXILIAR DE HOTELERIA,VALE MISKI MAYO - HOTELERIA,45310,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),38290,E&R,ALQUILADA,SECUNDARIA COMPLETA,CHICLAYO,CHICLAYO,DPTO LAMBAYEQUE,1
SUPERVISOR DE HOTELERIA,MARSA - HOTELERIA,40533,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,32226,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,OYOTUN,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
TECNICO DE MEDIO AMBIENTE 2,MARSA - MEDIO AMBIENTE,45421,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37016,E&R,FAMILIAR,TÉCNICA COMPLETA,LURIGANCHO,LIMA,DPTO LIMA,0
TECNICO DE MANTENIMIENTO - CARPINTERO,TUNSHURUCO - MANTENIMIENTO,45429,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,34849,E&R,FAMILIAR,SECUNDARIA COMPLETA,SANTA EULALIA,HUAROCHIRI,DPTO LIMA,2
CHOFER,TANTAHUATAY COIMOLACHE - ALIMENTACION,42841,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29701,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,CAJAMARCA,CAJAMARCA,DPTO CAJAMARCA,SIN INFORMACION
VAJILLERO,SAN GABRIEL NUEVO - ALIMENTACION,45420,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34141,E&R,FAMILIAR,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,0
MOZO,EL BROCAL,45253,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34087,E&R,FAMILIAR,SECUNDARIA COMPLETA,TINYAHUARCO,PASCO,DPTO PASCO,4
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,45146,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),37356,E&R,ALQUILADA,SECUNDARIA COMPLETA,CHINCHERO,URUBAMBA,DPTO CUSCO,0
CHOFER,HUDBAY - ALIMENTACION,45375,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31702,E&R,PROPIA,SECUNDARIA COMPLETA,POROY,CUSCO,DPTO CUSCO,0
AYUDANTE DE COCINA,TUNSHURUCO - ALIMENTACION,45485,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31679,E&R,NO APLICABLE,SECUNDARIA COMPLETA,IHUARI,HUARAL,DPTO LIMA,1
AUXILIAR DE HOTELERIA,MINSUR PUCAMARCA NUEVO - HOTELERIA,45511,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),38124,E&R,FAMILIAR,SECUNDARIA COMPLETA,TACNA,TACNA,DPTO TACNA,0
AUXILIAR DE HOTELERIA,SAN GABRIEL NUEVO - HOTELERIA,45314,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36972,E&R,PROPIA,TÉCNICA COMPLETA,PUNO,PUNO,DPTO PUNO,0
TECNICO DE MANTENIMIENTO - CARPINTERO,TUNSHURUCO - MANTENIMIENTO,45191,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,36111,E&R,FAMILIAR,SECUNDARIA COMPLETA,MUQUIYAUYO,JAUJA,DPTO JUNIN,0
INSTRUCTOR DE DEPORTE,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45373,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32596,E&R,PROPIA,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,0
CHOFER,HUDBAY - ALIMENTACION,45355,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),30965,E&R,PROPIA,SECUNDARIA COMPLETA,LA JOYA,AREQUIPA,DPTO AREQUIPA,0
TECNICO DE MANTENIMIENTO - ELECTRICISTA,PLUSPETROL L 56 - MANTENIMIENTO,45404,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36652,E&R,ALQUILADA,SECUNDARIA COMPLETA,VILLA EL SALVADOR,CHURA,DPTO LIMA,0
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45471,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35845,E&R,FAMILIAR,TÉCNICA COMPLETA,DESAGUADERO,CHUCUITO,DPTO PUNO,0
AUXILIAR DE HOTELERIA,SAN GABRIEL NUEVO - HOTELERIA,45391,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35711,E&R,ALQUILADA,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,0
AYUDANTE DE PANADERIA,SAN GABRIEL NUEVO - ALIMENTACION,45328,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32727,E&R,PROPIA,SECUNDARIA COMPLETA,ILAVE,EL COLLAO,EL COLLAO,0
VAJILLERO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45485,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36769,E&R,ALQUILADA,SECUNDARIA COMPLETA,PUNO,PUNO,DPTO PUNO,0
MOZO,TUNSHURUCO - ALIMENTACION,45348,NO APLICABLE,0,ACTIVO,F,CASADO(A),31253,E&R,ALQUILADA,SECUNDARIA COMPLETA,ULCUMAYO,JUNIN,DPTO JUNIN,4
PANADERO PASTELERO,TUNSHURUCO - ALIMENTACION,43860,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34028,E&R,NO APLICABLE,TÉCNICA COMPLETA,JUNIN,JUNIN,DPTO JUNIN,SIN INFORMACION
ALMACENERO,REPSOL NUEVO LOTE 57 - ALIMENTACION,40745,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31354,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,SAXON MALVINAS - SATELITES,45443,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,34094,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,2
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,MARSA - MANTENIMIENTO,45519,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,34058,E&R,PROPIA,SECUNDARIA COMPLETA,SALAVERRY,TRUJILLO,DPTO LA LIBERTAD,1
AUXILIAR DE LIMPIEZA,TUNSHURUCO - HOTELERIA,44754,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36535,E&R,PROPIA,SECUNDARIA COMPLETA,LEONOR ORDONEZ,JAUJA,DPTO JUNIN,SIN INFORMACION
AUXILIAR DE LIMPIEZA,HIDROELECTRICA HUANZA - LIMPIEZA,44192,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34531,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,SIN INFORMACION, DATEM DEL MARAÑON,DPTO LORETO ,SIN INFORMACION
INSTRUCTOR DE DEPORTE,PLUSPETROL L 88 - RECREACION,45509,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36103,E&R,PROPIA,SECUNDARIA COMPLETA,VENTANILLA,CALLAO,PROV. CONST. DEL CALLAO,0
COCINERO,COGA SELVA - ALIMENTACION,38933,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,25264,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,SAN GABRIEL NUEVO - ALIMENTACION,45497,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31760,E&R,FAMILIAR,SECUNDARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,0
SUPERVISOR DE HS&E,VALE MISKI MAYO - ALIMENTACION,45359,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,31366,E&R,ALQUILADA,SECUNDARIA COMPLETA,PIURA,PIURA,DPTO PIURA,2
SUPERVISOR DE LIMPIEZA,VALE MISKI MAYO - HOTELERIA,43363,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),30459,E&R,NO APLICABLE,TÉCNICA COMPLETA,PIURA,PIURA,DPTO PIURA,SIN INFORMACION
AUXILIAR GENERAL,MARSA - ALIMENTACION,45351,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36110,E&R,FAMILIAR,UNIVERS. INCOMPLETA,PARINAS,TALARA,DPTO PIURA,0
MOZO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,45358,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),38520,E&R,ALQUILADA,SECUNDARIA COMPLETA,LAMAY,CALCA,DPTO CUSCO,0
AUXILIAR DE HOTELERIA,MINSUR PUCAMARCA NUEVO - HOTELERIA,45485,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),37082,E&R,ALQUILADA,TÉCNICA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,0
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44774,NO APLICABLE,0,ACTIVO,F,CONVIVIENTE,29340,E&R,PROPIA,SECUNDARIA COMPLETA,ANTAUTA,MELGAR,DPTO PUNO,2
SUB CHEF,HOCHSCHILD - INMACULADA,41723,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31113,E&R,NO APLICABLE,TÉCNICA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
COCINERO,SAXON MALVINAS - SATELITES,45264,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32604,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,0
VAJILLERO,SAXON MALVINAS - SATELITES,45349,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33225,E&R,ALQUILADA,SECUNDARIA COMPLETA,IQUITOS,MAYNAS,DPTO LORETO,1
ASISTENTE DE ALIMENTACION,PLUSPETROL L 88 - CATERING C4,45082,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35292,E&R,ALQUILADA,SECUNDARIA COMPLETA,COMAS,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE ALIMENTACION,PLUSPETROL L 88 - CATERING C4,44708,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33725,E&R,ALQUILADA,SECUNDARIA COMPLETA,COMAS,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - CARPINTERO,TUNSHURUCO - MANTENIMIENTO,45429,NO APLICABLE,0,ACTIVO,M,CASADO(A),29693,E&R,FAMILIAR,TÉCNICA COMPLETA,PUENTE PIEDRA,LIMA,DPTO LIMA,2
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,44727,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36292,E&R,ALQUILADA,TITULADO,VENTANILLA,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
MOZO,HUDBAY - ALIMENTACION,45502,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35082,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,0
RECEPCIONISTA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45059,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34163,E&R,ALQUILADA,SECUNDARIA COMPLETA,PUNO,PUNO,DPTO PUNO,SIN INFORMACION
VAJILLERO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,45457,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34545,E&R,FAMILIAR,PRIMARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,1
ASISTENTE DE RECREACION,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45450,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34679,E&R,NO APLICABLE,SUPERIOR COMPLETA,ANTAUTA,MELGAR,DPTO PUNO,1
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,45456,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36568,E&R,ALQUILADA,SECUNDARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,0
VAJILLERO,HUDBAY - ALIMENTACION,44921,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35001,E&R,ALQUILADA,SECUNDARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
COCINERO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44081,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,21378,E&R,NO APLICABLE,TÉCNICA COMPLETA,MOHO,MOHO,DPTO PUNO,SIN INFORMACION
MOZO,COGA SELVA - ALIMENTACION,41934,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29181,E&R,NO APLICABLE,UNIVERS. COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
AYUDANTE DE PANADERIA,SAN GABRIEL NUEVO - ALIMENTACION,45203,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),30903,E&R,FAMILIAR,SECUNDARIA COMPLETA,SAN ANTONIO DE CHUCA,CAYLLOMA,DPTO AREQUIPA,0
AUXILIAR DE LIMPIEZA,HUDBAY - LIMPIEZA,45375,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34279,E&R,FAMILIAR,SECUNDARIA COMPLETA,YURA,AREQUIPA,DPTO AREQUIPA,1
MOZO,HUDBAY - ALIMENTACION,45309,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37021,E&R,FAMILIAR,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,0
ASISTENTE ADMINISTRATIVO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,41129,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,30006,E&R,NO APLICABLE,TÉCNICA COMPLETA,AYAVIRI,YAUYOS,DPTO LIMA,SIN INFORMACION
CHOFER,COGA SIERRA - ALIMENTACION,45428,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33322,E&R,ALQUILADA,SECUNDARIA COMPLETA,VINCHOS,HUAMANGA,DPTO AYACUCHO,0
AYUDANTE DE MANTENIMIENTO,COGA - SAN CLEMENTE,43522,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32187,E&R,NO APLICABLE,TÉCNICA COMPLETA,SAN CLEMENTE,PISCO,DPTO ICA,SIN INFORMACION
ASISTENTE DE RECREACION,SAN GABRIEL NUEVO - RECREACION,45434,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34755,E&R,FAMILIAR,TÉCNICA COMPLETA,SOCABAYA,AREQUIPA,DPTO AREQUIPA,1
ASISTENTE ADMINISTRATIVO,VOTORANTIM METAIS - ALIMENTACION,42143,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32323,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,SIN INFORMACION
SUPERVISOR DE CALIDAD,HOCHSCHILD - INMACULADA,45477,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33429,E&R,ALQUILADA,SECUNDARIA COMPLETA,SOCABAYA,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE MANTENIMIENTO,COGA SELVA - MANTENIMIENTO,42112,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),27034,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,URUBAMBA,URUBAMBA,DPTO CUSCO,SIN INFORMACION
SUPERVISOR DE HS&E,HOCHSCHILD - INMACULADA,44846,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34620,E&R,PROPIA,SECUNDARIA COMPLETA,JOSE L. BUSTAMANTE Y RIVERO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE HOTELERIA,SAN GABRIEL NUEVO - HOTELERIA,45307,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),32974,E&R,PROPIA,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,0
ASISTENTE DE COMEDOR,HUDBAY - ALIMENTACION,44740,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34603,E&R,PROPIA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,0
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,HUDBAY - MANTENIMIENTO,44744,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34736,E&R,ALQUILADA,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,SIN INFORMACION
ASISTENTE ADMINISTRATIVO,TUNSHURUCO - ALIMENTACION,43544,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31984,E&R,NO APLICABLE,TÉCNICA COMPLETA,HUANCAYO,HUANCAYO,DPTO JUNIN,SIN INFORMACION
SUPERVISOR DE MEDIO AMBIENTE,MARSA - MEDIO AMBIENTE,45379,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31753,E&R,PROPIA,SUPERIOR COMPLETA,MIRAFLORES,LIMA,DPTO LIMA,0
AUXILIAR DE LIMPIEZA,TUNSHURUCO - HOTELERIA,42552,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),25185,E&R,NO APLICABLE,UNIVERS. COMPLETA,YAULI,YAULI,DPTO JUNIN,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTRICISTA,PLUSPETROL L 56 - MANTENIMIENTO,45523,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34766,E&R,PROPIA,TÉCNICA INCOMPLETA,ATE,LIMA,DPTO LIMA,2
TECNICO DE MANTENIMIENTO - CARPINTERO,PLUSPETROL L 56 - MANTENIMIENTO,45133,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,36113,E&R,PROPIA,SECUNDARIA COMPLETA,LAMBRAMA,ABANCAY,DPTO APURIMAC,SIN INFORMACION
AUXILIAR GENERAL,PAMPA MELCHORITA - HOTELERIA,42229,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),27916,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN VICENTE DE CANETE,CANETE,DPTO LIMA,2
TECNICO DE MANTENIMIENTO - ELECTRICISTA,TUNSHURUCO - MANTENIMIENTO,45478,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36768,E&R,FAMILIAR,ESPECIAL COMPLETA,SAN JERONIMO DE TUNAN,HUANCAYO,DPTO JUNIN,0
AUXILIAR DE HOTELERIA,TAMBOMAYO - HOTELERIA,45309,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35310,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CAYMA,AREQUIPA,DPTO AREQUIPA,0
MOZO,TAMBOMAYO - ALIMENTACION,44687,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35569,E&R,PROPIA,SECUNDARIA COMPLETA,ORCOPAMPA,CASTILLA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE ALMACEN,HUDBAY - ALIMENTACION,45343,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,27556,E&R,ALQUILADA,SECUNDARIA COMPLETA,CCATCA,QUISPICANCHIS,DPTO CUSCO,1
AYUDANTE DE PANADERIA,HUDBAY - ALIMENTACION,45202,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35162,E&R,ALQUILADA,SECUNDARIA COMPLETA,ANTA,ANTA,DPTO CUSCO,0
VAJILLERO,VALE MISKI MAYO - ALIMENTACION,45065,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37473,E&R,PROPIA,SECUNDARIA COMPLETA,PIURA,PIURA,DPTO PIURA,4
TECNICO DE MANTENIMIENTO - SERVICIOS GENERALES,PLUSPETROL L 56 - MANTENIMIENTO,45505,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29837,E&R,PROPIA,TÉCNICA COMPLETA,VILLA MARIA DEL TRIUNFO,LIMA,DPTO LIMA,1
TRABAJADOR SOCIAL,PAMPA MELCHORITA - ADMINISTRACION,45251,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34488,E&R,FAMILIAR,SECUNDARIA COMPLETA,HUALMAY,HUAURA,DPTO LIMA,1
PLANNER DE MANTENIMIENTO,VALE MISKI MAYO - MANTENIMIENTO,45366,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),30296,E&R,PROPIA,SUPERIOR COMPLETA,CASTILLA,PIURA,DPTO PIURA,2
SUPERVISOR DE MANTENIMIENTO,PLUSPETROL L 56 - MANTENIMIENTO,44746,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34708,E&R,PROPIA,TITULADO,LA TINGUINA,ICA,DPTO ICA,SIN INFORMACION
AUXILIAR DE HOTELERIA,PAMPA MELCHORITA - HOTELERIA,44222,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35409,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
ANALISTA DE SOPORTE TECNICO,HUDBAY - ALIMENTACION,44524,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,32782,E&R,PROPIA,TÉCNICA COMPLETA,CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
COORDINADOR DE GESTION SOCIAL,RESPONSABILIDAD CORPORATIVA,45383,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35422,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,TANTAHUATAY COIMOLACHE - ALIMENTACION,44087,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),32174,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,CAJAMARCA,CAJAMARCA,DPTO CAJAMARCA,SIN INFORMACION
VAJILLERO,HUDBAY - ALIMENTACION,45335,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36268,E&R,ALQUILADA,SECUNDARIA COMPLETA,ANDAHUAYLILLAS,QUISPICANCHIS,DPTO CUSCO,1
MOZO,HUDBAY - ALIMENTACION,45318,NO APLICABLE,0,ACTIVO,F,CONVIVIENTE,34092,E&R,NO APLICABLE,SECUNDARIA COMPLETA,OCONGATE,QUISPICANCHIS,DPTO CUSCO,2
VAJILLERO,HUDBAY - ALIMENTACION,45406,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32922,E&R,FAMILIAR,SECUNDARIA COMPLETA,CUSCO,CHIHUANTITO,DPTO CUSCO,1
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,HUDBAY - MANTENIMIENTO,45136,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36243,E&R,ALQUILADA,SECUNDARIA COMPLETA,WANCHAQ,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE HOTELERIA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45513,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36166,E&R,PROPIA,TÉCNICA COMPLETA,SAN ANTON,AZANGARO,DPTO PUNO,0
LAVANDERO,COGA SIERRA - HOTELERIA,42233,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),27532,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,POMALCA,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTRONICO,VALE MISKI MAYO - MANTENIMIENTO,44526,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35250,E&R,PROPIA,TÉCNICA COMPLETA,LA UNION,PIURA,DPTO PIURA,SIN INFORMACION
DOCUMENT CONTROLLER,TUNSHURUCO - ALIMENTACION,43620,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33097,E&R,NO APLICABLE,UNIVERS. COMPLETA,LINCE,LIMA,DPTO LIMA,2
AUXILIAR DE LIMPIEZA,HUDBAY - HOTELERIA,45038,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),38340,E&R,ALOJADO,SECUNDARIA COMPLETA,PUCYURA,ANTA,DPTO CUSCO,SIN INFORMACION
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44893,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36405,E&R,PROPIA,SECUNDARIA COMPLETA,LARI,CAYLLOMA,DPTO AREQUIPA,SIN INFORMACION
